1032里防災避難地圖,新北市29區1032里防災避難地圖,124713,新北市各里防災避難地圖網址清單,Area;Village;Number;Link;Caption,新北市政府消防局
警察局年度決算,新北市政府警察局年度決算-102年,125489,新北市政府警察局年度決算-102年,year;type;breau;art_1;art_2;art_3;art_4;name;budget;annual_accounts,新北市政府警察局
警察局暨所屬各機關(含內、外勤單位)聯絡一覽表,新北市政府警察局暨所屬各機關(含內、外勤單位)聯絡一覽表,123363,新北市政府警察局暨所屬各機關(含內、外勤單位)聯絡一覽表,no;unit1;Site;Remarks,新北市政府警察局
警察局查獲兩性毒品嫌疑犯人數,新北市政府警察局查獲兩性毒品嫌疑犯人數,125354,新北市政府警察局查獲兩性毒品嫌疑犯人數,year;item;method;education;total;man;Female,新北市政府警察局
警察局查獲經濟案件,新北市政府警察局105年查獲經濟案件,124247,新北市政府警察局105年查獲經濟案件,month;class;items;case_count;people_count;money,新北市政府警察局
警察局查獲非法槍彈刀械,新北市政府警察局查獲非法槍彈刀械-105年,124030,新北市政府警察局查獲非法槍彈刀械-105年,year;month;type;Quantity,新北市政府警察局
警察局查獲非法槍彈刀械,新北市政府警察局查獲非法槍彈刀械-106年,124339,新北市政府警察局查獲非法槍彈刀械-106年,year;month;type;Quantity,新北市政府警察局
警察局查獲非法槍彈刀械,新北市政府警察局查獲非法槍彈刀械,126129,新北市政府警察局查獲非法槍彈刀械,year;month;type;Quantity,新北市政府警察局
警察局查獲非法槍械及彈藥數量,新北市政府警察局104年查獲非法槍械及彈藥數量,124259,新北市政府警察局104年查獲非法槍械及彈藥數量,field1;field2;field3;field4;field5;field6;field7;field8;field9;field10;field11;field12,新北市政府警察局
警察局業務職掌,新北市政府警察局業務職掌,124062,新北市政府警察局業務職掌,id;department;TEL;function,新北市政府警察局
警察局歷年組織編制暨警力員額統計,新北市政府警察局歷年組織編制暨警力員額統計,124469,提供新北市政府警察局由民國73年臺北縣警察局迄今員額編制。,year;field1;field2;title1;title2;title3;title4;remark,新北市政府警察局
警察局社區治安會議辦理情形統計表,新北市政府警察局社區治安會議辦理情形統計表,124403,新北市政府警察局所屬分局、分駐(派出)所社區治安會議辦理情形統計表,year;date;time;host;Held_unit;Number_of_participants;Cooperative_unit;participants,新北市政府警察局
警察局違反社會秩序維護法件數人數,新北市政府警察局違反社會秩序維護法件數人數,124035,新北市政府警察局違反社會秩序維護法件數人數,year;breau;class;pieces1;people1;pieces2;people2;money;pieces3;people3;together1;Alone1;together2;Alone2;together3;Alone3;pieces4;people4;pieces5;people5,新北市政府警察局
警察局重要警政統計指標,新北市政府警察局重要警政統計指標,125430,提供新北市政府警察局102年度起重要警政統計指標。,time;unit1;unit2;point;field1;field2;field3;field4;field5;field6;field7;field8,新北市政府警察局
警察局重要警政統計指標(停止更新),新北市政府警察局重要警政統計指標(停止更新),124552,提供新北市政府警察局102年度起重要警政統計指標。,time;unit1;unit2;point;field1;field2;field3;field4;field5;field6;field7;field8,新北市政府警察局
警察服務據點,新北市警察服務據點,124567,提供新北市政府警察局各單位地址及服務電話。,unit1;unit2;tel;address,新北市政府警察局
警用車輛油料月報表(局本部用油總量、總價),警用車輛油料月報表(局本部用油總量、總價),124006,局本部之警用車輛油料總量、總價,date;item;number;sprice;tprice,新北市政府警察局
財政局主導辦理都市更新案一覽月報表,新北市政府財政局主導辦理都市更新案一覽月報表,123616,新北市政府財政局主導辦理都市更新案一覽月報表,field_1;field_2;field_3;field_4;field_5;field_6;field_7;field_8;field_9;field_10;field_11;field_12;field_13;field_14;field_15;field_16;field_17;field_18;field_19;field_20;field_21;field_22,新北市政府財政局
財政局經管可提供短期出租市有非公用土地清冊,新北市政府財政局經管可提供短期出租市有非公用土地清冊,124377,新北市政府財政局經管可提供短期出租市有非公用土地清冊,field_1;field_2;field_3;field_4;field_5;field_6;field_7;field_8;field_9,新北市政府財政局
財政局經管市有非公用不動產標售清冊(自起),新北市政府財政局經管市有非公用不動產標售清冊(自100年度起),126255,新北市政府財政局經管市有非公用不動產標售清冊,field_1;field_2;field_3;field_4;field_5;field_6;field_7;field_8;field_9;field_10,新北市政府財政局
財政局經管市有非公用不動產標租清冊(自起),新北市政府財政局經管市有非公用不動產標租清冊(自100年度起),125656,新北市政府財政局經管市有非公用不動產標租清冊(自100年度起)，底價及決標金額單位為(年租金率/月租金額),field_1;field_2;field_3;field_4;field_5;field_6;field_7,新北市政府財政局
財政局經管市有非公用閒置土地清冊,新北市政府財政局經管市有非公用閒置土地清冊,125753,新北市政府財政局經管市有非公用閒置土地清冊,field_1;field_2;field_3;field_4;field_5;field_6;field_7;field_8;field_9;field_10;field_11,新北市政府財政局
財政局經管市有非公用閒置建物清冊,新北市政府財政局經管市有非公用閒置建物清冊,125599,新北市政府財政局經管市有非公用閒置建物清冊,field_1;field_2;field_3;field_4;field_5;field_6;field_7;field_8;field_9;field_10;field_11,新北市政府財政局
財產量值,新北市財產量值,124249,本項資料單位為億元.,data;field_1;field_2;field_3;field_4;field_5;field_6;field_7;field_8;total,新北市政府財政局
賞魚、蝶、螢之資訊,賞魚、蝶、螢之資訊,123013,賞魚、蝶、螢之資訊,category;district;name;characteristic;Transportation,新北市政府農業局
起火建築物,新北市起火建築物,124867,新北市起火建築物編製說明 一、統計範圍及對象：凡所發生火災之建築物均為統計對象。 二、統計標準時間：以每月1日至月底之事實為準。,area;total;1to5;6to12;13to19;20to29;above_30;independent_residence;collection_of_houses;office_building;commercial_building;composite_building;warehouse1;factory;temple;other1;house;business_area;workplace;warehouse2;empty_house;public_utilities;other2,新北市政府消防局
路口監視器(109新版),新北市路口監視器(109新版)-雙溪區,123293,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-雙溪區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-泰山區,123319,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-泰山區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-萬里區,123394,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-萬里區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-三多里,123440,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-三多里,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-圳昇里,123494,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-圳昇里,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-五股區,123544,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-五股區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-光興里,123600,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-光興里,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-淡水區,123628,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-淡水區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-三龍里,123656,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-三龍里,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-老梅所,123761,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-老梅所,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-鶯歌區,123910,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-鶯歌區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-林口區,123949,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-林口區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-貢寮區,124015,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-貢寮區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-圳生里,124032,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-圳生里,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-圳民里,124113,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-圳民里,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-坪林區,124240,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-坪林區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-圳福,124336,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-圳福,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-圳安,124350,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-圳安,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-三興里,124471,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-三興里,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-石碇區,124472,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-石碇區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-土城區,124548,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-土城區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-汐止區,124608,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-汐止區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-烏來區,124703,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-烏來區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-三峽區,124756,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-三峽區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-三重區,124783,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-三重區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-樹林區,124803,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-樹林區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-金山區,124854,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-金山區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-新莊區,124967,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-新莊區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-深坑區,124986,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-深坑區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版),125067,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-板橋區,125217,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-板橋區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-平溪區,125341,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-平溪區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-永和區,125343,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-永和區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-八里區,125405,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-八里區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-圳福里,125444,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-圳福里,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-三芝區,125536,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-三芝區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-瑞芳區,125548,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-瑞芳區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-,125712,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-蘆洲區,125887,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-蘆洲區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-中和區,126046,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-中和區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-三福里,126134,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-三福里,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-石門區,126149,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-石門區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路口監視器(109新版),新北市路口監視器(109新版)-新店區,126154,新北市政府路口監視器資訊主要提供欄位包含分局、派出所、攝影機建置地點、照射方向；因應警察局要求故將「照射方向」改為「建置案單位」。-新店區,Bureau;Unit;District;Location;Build_Case_Unit,新北市政府警察局
路外公共停車場資訊,新北市路外公共停車場資訊,122955,提供本市領有停車場登記證之路外停車場之基本資訊(如：停車場名稱、地址、車格位數、費率、座標),id;area;name;type;summary;address;tel;payEx;serviceTime;twd97X;twd97Y;totalCar;totalMotor;totalBike,新北市政府交通局
路燈資料v2,新北市路燈資料v2,123962,共收錄了新北市29區路燈資料。,district;no;oldNo;address;power;TWD97X;TWD97Y,新北市政府工務局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-三峽區,123356,新北市各行政區路邊停車場身心障礙停車格-三峽區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格,123552,新北市各行政區路邊停車場身心障礙停車格,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-蘆洲區,123666,新北市各行政區路邊停車場身心障礙停車格-蘆洲區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-八里區,123748,新北市各行政區路邊停車場身心障礙停車格-八里區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-五股區,123907,新北市各行政區路邊停車場身心障礙停車格-五股區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-林口區,124410,新北市各行政區路邊停車場身心障礙停車格-林口區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-永和區,124527,新北市各行政區路邊停車場身心障礙停車格-永和區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-板橋區,124572,新北市各行政區路邊停車場身心障礙停車格-板橋區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-新莊區,124630,新北市各行政區路邊停車場身心障礙停車格-新莊區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-泰山區,124733,新北市各行政區路邊停車場身心障礙停車格-泰山區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-土城區,124747,新北市各行政區路邊停車場身心障礙停車格-土城區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-鶯歌區,124830,新北市各行政區路邊停車場身心障礙停車格-鶯歌區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-淡水區,124908,新北市各行政區路邊停車場身心障礙停車格-淡水區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-金山區,124914,新北市各行政區路邊停車場身心障礙停車格-金山區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-樹林區,125246,新北市各行政區路邊停車場身心障礙停車格-樹林區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-中和區,125368,新北市各行政區路邊停車場身心障礙停車格-中和區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-深坑區,125559,新北市各行政區路邊停車場身心障礙停車格-深坑區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-新店區,125754,新北市各行政區路邊停車場身心障礙停車格-新店區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車場身心障礙停車格,新北市路邊停車場身心障礙停車格-三重區,125848,新北市各行政區路邊停車場身心障礙停車格-三重區,zone;Address;Number;Vehicle_classification;Charged;Disabled_parking_sign;Disabled_parking_lot,新北市政府交通局
路邊停車空位查詢,新北市路邊停車空位查詢,122901,提供新北市路邊停車位即時車格狀態,ID;CELLID;NAME;DAY;HOUR;PAY;PAYCASH;MEMO;ROADID;CELLSTATUS;ISNOWCASH;ParkingStatus;lat;lon,新北市政府交通局
路邊收費停管場,新北市政府路邊收費停管場,124992,新北市政府交通局7處路邊收費停管場地址及連絡電話。,park;address;TEL;FAX,新北市政府交通局
路邊收費停車場停車欠費查詢,新北市路邊收費停車場停車欠費查詢,123030,提供新北市路邊收費停車場1年內停車欠費查詢。,TicketNo;CarID;Parkdt;Paylim;Amount_Ticket;CarType,新北市政府交通局
路邊收費停車場收費路段資訊,新北市路邊收費停車場收費路段資訊-中和區,123342,包含板橋、新莊、三重、永和、中和、新店、土城、海山、蘆洲、樹林、鶯歌、三峽、汐止、林口、淡水、八里等地區路邊收費停車場收費路段資訊-中和區,AREA;ROAD_NAME;WEEKDAYS_TIME;HOLIDAYS_AND_NATIONAL_HOLIDAYS_CHARGING_TIME;RATES,新北市政府交通局
路邊收費停車場收費路段資訊,新北市路邊收費停車場收費路段資訊-土城區機車收費,123374,包含板橋、新莊、三重、永和、中和、新店、土城、海山、蘆洲、樹林、鶯歌、三峽、汐止、林口、淡水、八里等地區路邊收費停車場收費路段資訊-土城區機車收費,AREA;ROAD_NAME;WEEKDAYS_TIME;HOLIDAYS_AND_NATIONAL_HOLIDAYS_CHARGING_TIME;RATES,新北市政府交通局
路邊收費停車場收費路段資訊,新北市路邊收費停車場收費路段資訊-深坑區,123379,包含板橋、新莊、三重、永和、中和、新店、土城、海山、蘆洲、樹林、鶯歌、三峽、汐止、林口、淡水、八里等地區路邊收費停車場收費路段資訊-深坑區,AREA;ROAD_NAME;WEEKDAYS_TIME;HOLIDAYS_AND_NATIONAL_HOLIDAYS_CHARGING_TIME;RATES,新北市政府交通局
路邊收費停車場收費路段資訊,新北市路邊收費停車場收費路段資訊-汐止區,123385,包含板橋、新莊、三重、永和、中和、新店、土城、海山、蘆洲、樹林、鶯歌、三峽、汐止、林口、淡水、八里等地區路邊收費停車場收費路段資訊-汐止區,AREA;ROAD_NAME;WEEKDAYS_TIME;HOLIDAYS_AND_NATIONAL_HOLIDAYS_CHARGING_TIME;RATES,新北市政府交通局
路邊收費停車場收費路段資訊,新北市路邊收費停車場收費路段資訊-林口區,123754,包含板橋、新莊、三重、永和、中和、新店、土城、海山、蘆洲、樹林、鶯歌、三峽、汐止、林口、淡水、八里等地區路邊收費停車場收費路段資訊-林口區,AREA;ROAD_NAME;WEEKDAYS_TIME;HOLIDAYS_AND_NATIONAL_HOLIDAYS_CHARGING_TIME;RATES,新北市政府交通局
路邊收費停車場收費路段資訊,新北市路邊收費停車場收費路段資訊,123808,包含板橋、新莊、三重、永和、中和、新店、土城、海山、蘆洲、樹林、鶯歌、三峽、汐止、林口、淡水、八里等地區路邊收費停車場收費路段資訊,AREA;ROAD_NAME;WEEKDAYS_TIME;HOLIDAYS_AND_NATIONAL_HOLIDAYS_CHARGING_TIME;RATES,新北市政府交通局
路邊收費停車場收費路段資訊,新北市路邊收費停車場收費路段資訊-泰山區,123911,包含板橋、新莊、三重、永和、中和、新店、土城、海山、蘆洲、樹林、鶯歌、三峽、汐止、林口、淡水、八里等地區路邊收費停車場收費路段資訊-泰山區,AREA;ROAD_NAME;WEEKDAYS_TIME;HOLIDAYS_AND_NATIONAL_HOLIDAYS_CHARGING_TIME;RATES,新北市政府交通局
路邊收費停車場收費路段資訊,新北市路邊收費停車場收費路段資訊-三峽區,124058,包含板橋、新莊、三重、永和、中和、新店、土城、海山、蘆洲、樹林、鶯歌、三峽、汐止、林口、淡水、八里等地區路邊收費停車場收費路段資訊-三峽區,AREA;ROAD_NAME;WEEKDAYS_TIME;HOLIDAYS_AND_NATIONAL_HOLIDAYS_CHARGING_TIME;RATES,新北市政府交通局
路邊收費停車場收費路段資訊,新北市路邊收費停車場收費路段資訊-樹林區,124193,包含板橋、新莊、三重、永和、中和、新店、土城、海山、蘆洲、樹林、鶯歌、三峽、汐止、林口、淡水、八里等地區路邊收費停車場收費路段資訊-樹林區,AREA;ROAD_NAME;WEEKDAYS_TIME;HOLIDAYS_AND_NATIONAL_HOLIDAYS_CHARGING_TIME;RATES,新北市政府交通局
路邊收費停車場收費路段資訊,新北市路邊收費停車場收費路段資訊-永和區,124605,包含板橋、新莊、三重、永和、中和、新店、土城、海山、蘆洲、樹林、鶯歌、三峽、汐止、林口、淡水、八里等地區路邊收費停車場收費路段資訊-永和區,AREA;ROAD_NAME;WEEKDAYS_TIME;HOLIDAYS_AND_NATIONAL_HOLIDAYS_CHARGING_TIME;RATES,新北市政府交通局
路邊收費停車場收費路段資訊,新北市路邊收費停車場收費路段資訊-土城區,124737,包含板橋、新莊、三重、永和、中和、新店、土城、海山、蘆洲、樹林、鶯歌、三峽、汐止、林口、淡水、八里等地區路邊收費停車場收費路段資訊-土城區,AREA;ROAD_NAME;WEEKDAYS_TIME;HOLIDAYS_AND_NATIONAL_HOLIDAYS_CHARGING_TIME;RATES,新北市政府交通局
路邊收費停車場收費路段資訊,新北市路邊收費停車場收費路段資訊-板橋區,124776,包含板橋、新莊、三重、永和、中和、新店、土城、海山、蘆洲、樹林、鶯歌、三峽、汐止、林口、淡水、八里等地區路邊收費停車場收費路段資訊-板橋區,AREA;ROAD_NAME;WEEKDAYS_TIME;HOLIDAYS_AND_NATIONAL_HOLIDAYS_CHARGING_TIME;RATES,新北市政府交通局
