資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
司法院各級法院裁判書99年11月,45948,裁判年月為99年11月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書99年10月,45949,裁判年月為99年10月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書99年9月,45950,裁判年月為99年9月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書99年8月,45951,裁判年月為99年8月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書99年7月,45952,裁判年月為99年7月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書99年6月,45953,裁判年月為99年6月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書99年5月,45954,裁判年月為99年5月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書99年4月,45955,裁判年月為99年4月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書99年3月,45956,裁判年月為99年3月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書99年2月,45957,裁判年月為99年2月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書99年1月,45958,裁判年月為99年1月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書98年12月,46013,裁判年月為98年12月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書98年11月,46014,裁判年月為98年11月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書98年10月,46015,裁判年月為98年10月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書98年9月,46016,裁判年月為98年9月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書98年8月,46017,裁判年月為98年8月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書98年7月,46018,裁判年月為98年7月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書98年6月,46019,裁判年月為98年6月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書98年5月,46020,裁判年月為98年5月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書98年4月,46021,裁判年月為98年4月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書98年3月,46022,裁判年月為98年3月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書98年2月,46023,裁判年月為98年2月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書98年1月,46024,裁判年月為98年1月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
臺灣高等法院花蓮分院106年度05月份會計月報,46047,會計月報9表：歲入累計表、經費累計表、收入支出彙計表、平衡表、資本資產表、資本資產變動表、歲出用途別累計表、收入實現數與繳付公庫數分析表、支出實現數與公庫撥入數分析表。,臺灣高等法院花蓮分院106年度5月份會計月報,臺灣高等法院花蓮分院
臺灣苗栗地方法院106年5月份會計報告,46097,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,臺灣苗栗地方法院106年5月份會計報告,臺灣苗栗地方法院
臺灣宜蘭地方法院106年度5月份會計月報,46108,會計月報10張：平衡表、歲入累計表、經費累計表、以前年度歲入轉入數累計表、資本資產表、資本資產變動表、歲出用途別累計表、收入實現數與繳付公庫數分析表、支出實現數與公庫撥入數分析表、收入支出彙計表。,平衡表;歲入累計表;經費累計表;以前年度歲入轉入數累計表;資本資產表;資本資產變動表;歲出用途別累計表;收入實現數與繳付公庫數分析表;支出實現數與公庫撥入數分析表;收入支出彙計表,臺灣宜蘭地方法院
臺灣臺東地方法院106年5月份會計報告(XML),46189,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,平衡表等15表,臺灣臺東地方法院
臺灣桃園地方法院106年5月份會計報告,46201,臺灣桃園地方法院106年5月份會計報告,,臺灣桃園地方法院
臺灣基隆地方法院106年度5月份會計月報,46204,106年5月會計月報：歲入累計表等10張,106年5月會計月報：歲入累計表等10張,臺灣基隆地方法院
106年5月臺灣臺南地方法院會計報告,46205,106年5月臺灣臺南地方法院會計報告,106年5月臺灣臺南地方法院會計報告,臺灣臺南地方法院
福建金門地方法院106年度05月份會計月報,46214,福建金門地方法院106年度05月份會計月報,福建金門地方法院106年度05月份會計月報,福建金門地方法院
臺灣雲林地方法院106年5月份會計月報,46230,臺灣雲林地方法院106年5月份會計月報,臺灣雲林地方法院106年5月份會計月報,臺灣雲林地方法院
司法院各級法院裁判書106年4月,46231,裁判年月為106年4月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
106年5月會計月報,46464,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,106年5月會計月報,臺灣橋頭地方法院
臺灣新竹地方法院106年5月份會計月報,46465,歲入累計表、經費累計表、以前年度歲入轉入數累計表、以前年度歲出轉入數累計表、平衡表、資本資產表、資本資產變動表、歲出用途別累計表、收入實現數與繳付公庫數分析表、支出實現數與公庫撥入數分析表、收入支出彙計表,,臺灣新竹地方法院
公告臺灣花蓮地方法院106年5月份會計月報(XML檔),46479,公共資訊: 係指各種財政統計報表、政策新聞、資訊服務、法律等相關資料集,歲入累計表等13表件,臺灣花蓮地方法院
司法院各級法院裁判書97年12月,46517,裁判年月為97年12月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
司法院各級法院裁判書97年11月,46518,裁判年月為97年11月之司法院各級法院裁判書，本資料檔收錄範圍與司法院網站之裁判書查詢系統(http://jirs.judicial.gov.tw/FJUD/)所收納之各級法院裁判書資料之範圍及內容相同,裁判書主鍵值;年度;字別;案號;裁判日期;裁判案由;裁判全文,司法院
