資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
國家品質獎歷屆得獎名單,8288,"經濟部工業局即日起開放「國家品質獎歷屆得獎名單」資料集，歡迎各界多加利用 國家品質獎為國內唯一由行政院核定與頒發之最高榮譽經營品質獎項，其宗旨係獎勵推行卓越經營，樹立學習楷模，提升整體經營品質水準，建立優良組織形象，達成產業永續發展之目的。 國家品質獎自79年成立迄今已辦理24屆，計有1,190件申請報名角逐，僅126件企業、團體及個人獲獎。為表彰前揭績效卓越之得主，經濟部工業局特集成「國家品質獎歷屆得獎名單」，以達到便民查詢，進而激勵各界不斷挑戰卓越，持續創新及改善。 配合政府推動資料開放措施，經濟部工業局自即日起開放「國家品質獎歷屆得獎名單，並備有txt檔案以供下載，歡迎各界多加利用。",得獎年度;屆數;名單類別;公司名稱,經濟部工業局
營運總部認定函仍具效期之企業名單,8289,為因應企業全球化趨勢，經濟部工業局於91年開始推動營運總部政策，鼓勵產業積極善用全球資源，鞏固國際競爭力之同時，以台灣作為企業決策中心，並持續投資台灣、深耕台灣。 企業符合「營運總部認定辦法」，可檢具申請文件向經濟部工業局申請營運總部認定函，享有放寬投資大陸上限、大陸關係企業員工來台人數及居留時間、聘僱外籍專業人士等相關優惠措施。 配合政府推動資料開放措施，經濟部工業局即日起開放營運總部認定函仍具效期之企業名單查詢網，提供公司名稱、認定函效期、產業別資訊，歡迎各界多加利用。,公司名稱;認定函效期;產業別;所在縣市,經濟部工業局
電子資訊國際夥伴績優廠商歷屆得獎名單,8290,為表揚協助我國產業提升附加價值及國際競爭力，朝向全球資源整合者、產業技術領導者以及軟性經濟創造者之國際夥伴績優廠商，藉資鼓勵以促進我國產業發展。,,經濟部工業局
台灣金印獎得獎名單,8291,為鼓勵台灣印刷、出版及相關產業，激發國內印刷產業的優秀印刷技術辦理印刷產業印製技術與品質肯定的最高榮譽，故每年舉辦台灣金印獎，進而提昇產業競爭能力。,屆次;類別;名次;業者名稱;作品名稱,經濟部工業局
工程地質探勘資料點位圖,8292,為最新全台工程地質探勘資料點位數值檔，可直接套繪Google Earth軟體,本服務係以地圖影像服務發布，坐標投影為WGS84,經濟部中央地質調查所
五萬分之一地質圖幅索引圖,8293,為最新全台五萬分之一地質圖幅索引圖數值檔，可直接套繪Google Earth軟體。,本服務係以地圖影像服務發布，坐標投影為WGS84,經濟部中央地質調查所
岩屑崩滑潛勢分析圖,8294,為最新全台岩屑崩滑潛勢分析圖數值檔，可直接套繪Google Earth軟體。,本服務係以地圖影像服務發布，坐標投影為WGS84,經濟部中央地質調查所
公司行號營業項目代碼表,8295,資料來源:公司行號營業項目代碼表檢索系統,類別;網頁連結;說明,經濟部商業司
公司登記現有家數及實收資本額－按行業別及縣市別,8296,公司登記現有家數及實收資本額－按行業別及縣市別,縣 市 別;總計家數;總計資本額;農林漁牧業家數;農林漁牧業資本額;礦業及土石採取業家數;礦業及土石採取業資本額;製造業家數;製造業資本額;電力及燃氣供應業家數;電力及燃氣供應業資本額;用水供應及污染整治業家數;用水供應及污染整治業資本額;營造業家數;營造業資本額;批發及零售業家數;批發及零售業資本額;運輸及倉儲業家數;運輸及倉儲業資本額;住宿及餐飲業家數;住宿及餐飲業資本額;資訊及通訊傳播業家數;資訊及通訊傳播業資本額;金融及保險業家數;金融及保險業資本額;不動產業家數;不動產業資本額;專業科學及技術服務業家數;專業科學及技術服務業資本額;支援服務業家數;支援服務業資本額;公共行政及國防；強制性社會安全家數;公共行政及國防；強制性社會安全資本額;教育服務業家數;教育服務業資本額;醫療保健及社會工作服務業家數;醫療保健及社會工作服務業資本額;藝術娛樂及休閒服務業家數;藝術娛樂及休閒服務業資本額;其他服務業家數;其他服務業資本額;未分類家數;未分類資本額,經濟部商業司
公司登記現有家數及實收資本額－按行業別及申登機關別分,8297,公司登記現有家數及實收資本額－按行業別及申登機關別分,申登機關別;總計家數;總計資本額;農林漁牧業家數;農林漁牧業資本額;礦業及土石採取業家數;礦業及土石採取業資本額;製造業家數;製造業資本額;電力及燃氣供應業家數;電力及燃氣供應業資本額;用水供應及污染整治業家數;用水供應及污染整治業資本額;營造業家數;營造業資本額;批發及零售業家數;批發及零售業資本額;運輸及倉儲業家數;運輸及倉儲業資本額;住宿及餐飲業家數;住宿及餐飲業資本額;資訊及通訊傳播業家數;資訊及通訊傳播業資本額;金融及保險業家數;金融及保險業資本額;不動產業家數;不動產業資本額;專業科學及技術服務業家數;專業科學及技術服務業資本額;支援服務業家數;支援服務業資本額;公共行政及國防；強制性社會安全家數;公共行政及國防；強制性社會安全資本額;教育服務業家數;教育服務業資本額;醫療保健及社會工作服務業家數;醫療保健及社會工作服務業資本額;藝術娛樂及休閒服務業家數;藝術娛樂及休閒服務業資本額;其他服務業家數;其他服務業資本額;未分類家數;未分類資本額,經濟部商業司
公司登記家數及實收資本額異動─按申登機關別分,8298,公司登記家數及實收資本額異動─按申登機關別分,申登機關別;上月底家數;上月底資本額;新設立家數;新設立資本額;解散撤銷及廢止家數;解散撤銷及廢止資本額;增資家數;增資資本額;減資家數;減資資本額;行業變動家數;行業變動資本額;異動調整家數;異動調整資本額;本月底家數;本月底資本額,經濟部商業司
公司登記新設立家數及實收資本額－按行業別及縣市別分,8299,公司登記新設立家數及實收資本額－按行業別及縣市別分,縣 市 別;總計家數;總計資本額;農林漁牧業家數;農林漁牧業資本額;礦業及土石採取業家數;礦業及土石採取業資本額;製造業家數;製造業資本額;電力及燃氣供應業家數;電力及燃氣供應業資本額;用水供應及污染整治業家數;用水供應及污染整治業資本額;營造業家數;營造業資本額;批發及零售業家數;批發及零售業資本額;運輸及倉儲業家數;運輸及倉儲業資本額;住宿及餐飲業家數;住宿及餐飲業資本額;資訊及通訊傳播業家數;資訊及通訊傳播業資本額;金融及保險業家數;金融及保險業資本額;不動產業家數;不動產業資本額;專業科學及技術服務業家數;專業科學及技術服務業資本額;支援服務業家數;支援服務業資本額;公共行政及國防；強制性社會安全家數;公共行政及國防；強制性社會安全資本額;教育服務業家數;教育服務業資本額;醫療保健及社會工作服務業家數;醫療保健及社會工作服務業資本額;藝術娛樂及休閒服務業家數;藝術娛樂及休閒服務業資本額;其他服務業家數;其他服務業資本額;未分類家數;未分類資本額,經濟部商業司
公司解散、撒銷及廢止家數及實收資本額－按行業別及縣巿別分,8300,公司解散、撒銷及廢止家數及實收資本額－按行業別及縣巿別分,縣 市 別;總計家數;總計資本額;農林漁牧業家數;農林漁牧業資本額;礦業及土石採取業家數;礦業及土石採取業資本額;製造業家數;製造業資本額;電力及燃氣供應業家數;電力及燃氣供應業資本額;用水供應及污染整治業家數;用水供應及污染整治業資本額;營造業家數;營造業資本額;批發及零售業家數;批發及零售業資本額;運輸及倉儲業家數;運輸及倉儲業資本額;住宿及餐飲業家數;住宿及餐飲業資本額;資訊及通訊傳播業家數;資訊及通訊傳播業資本額;金融及保險業家數;金融及保險業資本額;不動產業家數;不動產業資本額;專業科學及技術服務業家數;專業科學及技術服務業資本額;支援服務業家數;支援服務業資本額;公共行政及國防；強制性社會安全家數;公共行政及國防；強制性社會安全資本額;教育服務業家數;教育服務業資本額;醫療保健及社會工作服務業家數;醫療保健及社會工作服務業資本額;藝術娛樂及休閒服務業家數;藝術娛樂及休閒服務業資本額;其他服務業家數;其他服務業資本額;未分類家數;未分類資本額,經濟部商業司
外國公司認許與代表人辦事處現有家數,8301,外國公司認許與代表人辦事處現有家數,;國外認許;代表辦事處,經濟部商業司
台灣創新技術博覽會發明競賽得獎名單,8302,台灣創新技術博覽會(原台北國際發明暨技術交易展)於每年9月底舉辦，並同步舉辦發明競賽，相關比賽結果於頒獎典禮及展期結束後於經濟部智慧財產局官網及政府開放資料平臺公開，供大眾參閱。,序號;得獎人;國別;攤位號;產品名稱;獎項;作品名稱,經濟部智慧財產局
著作權統計資料,8303,本資料統計對象為依「著作權法」等相關規定，所作製版權登記、音樂著作強制授權、著作權集管團體、著作權文件核驗、著作財產權質權登記及著作財產權人不明著作利用之許可授權申請案件資料，由智慧財產局依據每月著作權相關案件之申請、准駁等案件之資料彙總編製。,年月;案件別;申請件數;核准件數;不准件數;駁回件數;發還件數;撤銷件數;解散件數;撤回,經濟部智慧財產局
中油天然氣牌價,8304,本資料集主要提供台灣中油公司天然氣最新牌價及歷史牌價資料；收集的目的是為本公司業務系統所需，統一本公司產品最新牌價。微軟教學文件：加入和移除 Web Service https://msdn.microsoft.com/zh-tw/library/d9w023sx(v=vs.100).aspx 微軟教學文件：呼叫Web Service https://msdn.microsoft.com/zh-tw/library/6h0yh8f9(v=vs.100).aspx,型別名稱;產品編號;產品名稱;包裝;銷售對象;交貨地點;計價單位;參考牌價;營業稅;貨物稅;牌價生效時間;備註,台灣中油股份有限公司
台電歷年尖峰負載及備用容量率,8307,提供自71年起台電歷年尖峰負載及備用容量率統計資料,年度;尖峰負載(MW);備用容量率(%),台灣電力股份有限公司
經濟部能源局_臺灣能源統計指標,8308,1.資料內涵：我國能源經濟、能源效率、能源安全及能源環境相關指標。 2.收集目的：做為我國能源相關政策制定及檢視之依據。 3.收集方式：多由能源供給端產銷資料及政府公告統計數據加以彙整計算而得。,日期(年度);初級能源總供給數量(千公秉油當量);初級能源總供給增加率(%);最終消費數量(千公秉油當量);最終消費增加率(%);國內能源消費數量(千公秉油當量);國內能源消費增加率(%);GDP連鎖實質值金額(百萬元)(105年為參考年);GDP連鎖實質值增加率(%)(105年為參考年);年中人口數(千人);平均每人能源消費量(公升油當量/人);國內能源消費彈性值;能源生產力(實質GDP/國內能源消費)(元/公升油當量);能源密集度(國內能源消費/實質GDP)(公升油當量/千元);平均每人用電量(度/人);能源密集工業能源消費數量(千公秉油當量);能源密集工業能源消費占製造業比率(%);能源密集工業能源消費占國內能源消費比率(%);能源密集工業實質生產毛額金額(百萬元)(105年為參考年);能源密集工業實質生產毛額占製造業比率(%);能源密集工業實質生產毛額占實質GDP比率(%);能源密集工業能源密集度(公升油當量/千元);進口能源依存度(%);石油依存度(%);進口石油依存度(%);中東原油進口依存度(%);石油進口總值占總進口值比率(%);石油進口總值占總出口值比率(%);石油進口總值占名目GDP比率(%);能源進口值占總進口值比率(%);能源進口值占總出口值比率(%);能源進口值占名目GDP比率(%);平均每人負擔能源進口值(臺幣元);備用容量率(%);電力負載尖峰負載(千瓩);電力負載平均負載(千瓩),經濟部能源局
