資料集名稱,資料集識別碼,資料集描述,主要欄位說明,提供機關
108年度地方文物館參觀人次統計含活動展演,99680,108年度地方文物館參觀人次統計表,Seq;DateListed;項次;地方文物館參觀人次統計表單位;累計年月;年度地方文物館參觀人次;展覽及策展累計;活動及展演累計;研習累計;累計場租產值;累計門票及停車票產值;累計商品販售產值;累計間接產值;產值累計小計,原住民族委員會
108年度原住民族委員會原住民族文化發展中心門票收入及入園人數統計表,99681,108年度原住民族委員會原住民族文化發展中心門票收入及入園人數統計表,Seq;DateListed;年月;人數;收入,原住民族委員會
原住民族委員會單位預算108年02月份會計月報,99682,原住民族委員會單位預算108年02月份會計月報,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
107年4月台閩縣市鄉鎮市區原住民族人口-按性別族別,99713,107年4月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
107年10月台閩縣市鄉鎮市區原住民族人口-按性別族別,99727,107年10月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
107年9月台閩縣市鄉鎮市區原住民族人口-按性別族別,99728,107年9月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
108年1月台閩縣市鄉鎮市區原住民族人口-按性別族別,99729,108年1月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
107年11月台閩縣市鄉鎮市區原住民族人口-按性別族別,99730,107年11月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
107年5月台閩縣市鄉鎮市區原住民族人口-按性別族別,99731,107年5月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
107年8月台閩縣市鄉鎮市區原住民族人口-按性別族別,99732,107年8月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
107年7月台閩縣市鄉鎮市區原住民族人口-按性別族別,99733,107年7月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
107年12月台閩縣市鄉鎮市區原住民族人口-按性別族別,99736,107年12月台閩縣市鄉鎮市區原住民族人口-按性別族別_1,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
107年6月台閩縣市鄉鎮市區原住民族人口-按性別族別,99742,107年6月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
原住民族委員會單位預算108年03月份會計月報,100821,原住民族委員會單位預算108年02月份會計月報1,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
108年2月台閩縣市鄉鎮市區原住民族人口-按性別族別,101694,108年2月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
108年3月台閩縣市鄉鎮市區原住民族人口-按性別族別,101695,108年3月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
原住民族委員會單位預算108年04月份會計月報,102015,原住民族委員會單位預算108年04月份會計月報,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
原住民族委員會單位預算108年05月份會計月報,104193,原住民族委員會單位預算108年05月份會計月報,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
原住民族委員會單位預算108年06月份會計月報,104848,原住民族委員會單位預算108年06月份會計月報,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
原住民族委員會單位預算108年07月份會計月報,107019,108年07月原住民族委員會會計月報,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
108年度原住民族委員會職員性別一覽表,107066,108年度原住民族委員會職員性別一覽表,Seq;DateListed;項次;資料年月;官_職等;總計;男;女,原住民族委員會
108年度原住民族委員會職員最高教育程度(學位)一覽表,107068,108年度原住民族委員會職員最高教育程度(學位)一覽表,Seq;DateListed;項次;資料年月;官_職等;總計;博士;碩士;大學;專科;高中職;國_初_中以下,原住民族委員會
108年度原住民族委員會職員年齡一覽表,107069,108年度原住民族委員會職員年齡一覽表,Seq;DateListed;項次;資料年月;官_職等;總計;29歲以下;30_39歲;40_49歲;50_59歲;60_65歲;66歲以上,原住民族委員會
108年度原住民族委員會職員族別一覽表,107071,108年度原住民族委員會職員族別一覽表,Seq;DateListed;項次;資料年月;官_職等;總計;阿美族;泰雅族;排灣族;布農族;卑南族;魯凱族;鄒族;賽夏族;達悟族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;卡那卡那富族;拉阿魯哇族,原住民族委員會
108年度文健站通訊錄一覽表,107072,108年度文健站通訊錄一覽表,Seq;DateListed;鄉鎮市區;服務部落;執行單位名稱;文健站站名;文健站設置地址;文健站電話;開站日數,原住民族委員會
108年度原住民保留地違規利用處理計畫,107082,108年度原住民保留地違規利用處理計畫,Seq;DateListed;年度及月分;項目名稱;檔案下載,原住民族委員會
108年度補辦增劃編原住民保留地暨複丈分割工作計畫,107087,108年度補辦增劃編原住民保留地暨複丈分割工作計畫,Seq;DateListed;年度及月分;項目名稱;檔案下載,原住民族委員會
108年原住民族土地或部落範圍土地調查及輔導管理計畫,107088,108年原住民族土地或部落範圍土地調查及輔導管理計畫,Seq;DateListed;年度及月分;項目名稱;檔案下載,原住民族委員會
107年度原住民族土地或部落範圍土地調查及劃設計畫核定部落名冊,107090,107年度原住民族土地或部落範圍土地調查及劃設計畫核定部落名冊,Seq;DateListed;縣市;當地機關_公所;執行單位_補助單位;實施範圍_部落,原住民族委員會
107年3月原住民族委員會工程查核案件,107174,107年3月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;主管機關_主辦機關;查核實際進度百分比;查核成績,原住民族委員會
107年4月原住民族委員會工程查核案件,107175,107年4月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;主管機關_主辦機關;查核實際進度百分比;查核成績,原住民族委員會
107年5月原住民族委員會工程查核案件,107176,107年5月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;主管機關_主辦機關;查核實際進度百分比;查核成績,原住民族委員會
107年6月原住民族委員會工程查核案件,107177,107年6月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;主管機關_主辦機關;查核實際進度百分比;查核成績,原住民族委員會
107年7月原住民族委員會工程查核案件,107178,107年7月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;主管機關_主辦機關;查核實際進度百分比;查核成績,原住民族委員會
107年8月原住民族委員會工程查核案件,107179,107年8月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;主管機關_主辦機關;查核實際進度百分比;查核成績,原住民族委員會
107年9月原住民族委員會工程查核案件,107180,107年9月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;主管機關_主辦機關;查核實際進度百分比;查核成績,原住民族委員會
107年10月原住民族委員會工程查核案件,107181,107年10月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;主管機關_主辦機關;查核實際進度百分比;查核成績,原住民族委員會
107年11月原住民族委員會工程查核案件,107182,107年11月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;主管機關_主辦機關;查核實際進度百分比;查核成績,原住民族委員會
107年12月原住民族委員會工程查核案件,107183,107年12月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;主管機關_主辦機關;查核實際進度百分比;查核成績,原住民族委員會
107年度原住民族部落永續發展造景計畫第一次核定明細表,107184,107年度原住民族部落永續發展造景計畫第一次核定明細表,Seq;DateListed;送審案件編號;實施區域縣市別;鄉鎮區別;工程名稱;中央補助款;地方配合款;合計核定經費_仟元;施作項目;備註,原住民族委員會
107年度補助經濟弱勢原住民建購及修繕住宅核定戶數,107185,107年度補助經濟弱勢原住民建購及修繕住宅核定戶數,Seq;DateListed;範圍;建購申請戶數;建購核定戶數;修繕申請戶數;修繕核定戶數;建購及修繕申請戶數;建購及修繕核定戶數,原住民族委員會
原住民族委員會105至107年度部落安居作業核定明細表,107186,原住民族委員會105至107年度部落安居作業核定明細表,Seq;DateListed;序號;核定日期;發文字號;案名;主辦機關,原住民族委員會
107年1月原住民族委員會工程查核案件,107187,107年1月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;主管機關_主辦機關;查核成績,原住民族委員會
107年2月原住民族委員會工程查核案件,107188,107年2月原住民族委員會工程查核案件,Seq;DateListed;序號;查核日期;標案編號;工程名稱;主管機關_主辦機關;查核實際進度百分比;查核成績,原住民族委員會
107年度原住民族部落特色道路改善計畫工程經費核定明細表第一次核定,107189,107年度原住民族部落特色道路改善計畫工程經費核定明細表第一次核定,Seq;DateListed;序號;實施地點縣別;鄉鎮市;工程名稱;性質;中央補助款;地方配合款;總工程經費;備註,原住民族委員會
107年度原住民族部落特色道路改善計畫工程經費核定明細表第二次核定,107190,107年度原住民族部落特色道路改善計畫工程經費核定明細表第二次核定,Seq;DateListed;序號;實施地點縣別;鄉鎮市;工程名稱;性質;中央補助款;地方配合款;總工程經費;備註,原住民族委員會
107年度原住民族部落特色道路改善計畫工程經費核定明細表第三次核定,107191,107年度原住民族部落特色道路改善計畫工程經費核定明細表第三次核定,Seq;DateListed;序號;實施地點縣別;鄉鎮市;工程名稱;性質;107中央補助款;108中央補助款;地方配合款;總工程經費;備註,原住民族委員會
107年度原住民族部落特色道路改善計畫工程經費核定明細表第三次核定調整,107192,107年度原住民族部落特色道路改善計畫工程經費核定明細表第三次核定調整,Seq;DateListed;實施地點縣別;鄉鎮市;工程名稱;性質;中央補助款;地方配合款;總工程經費;備註,原住民族委員會
108年4月台閩縣市鄉鎮市區原住民族人口-按性別族別,107193,108年4月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
原住民族委員會108年度採購標案公開上網資訊,107194,原住民族委員會108年度採購標案公開上網資訊,Seq;DateListed;項次;標案案號;標案名稱;招標方式;標的分類;公告日期;截止投標,原住民族委員會
原住民族委員會107年度採購案件一覽表,107195,原住民族委員會107年度採購案件一覽表,Seq;DateListed;招標單位;標案案號;標案名稱;決標方式;預算金額;標的分類;標的分類代碼與名稱;招標方式;採購金額級距;投標家數;得標廠商;決標日期;底價金額;總決標金額;標比_百分比,原住民族委員會
原住民族委員會108年截至8月底未達公告金額採購案件一覽表,107952,原住民族委員會108年(截至8月底)未達公告金額採購案件一覽表,Seq;DateListed;招標單位;標案案號;標案名稱;決標方式;標的分類;招標方式;採購金額級距;限制性招標之依據法條;投標家數;得標廠商;決標日期;預算金額;底價金額;總決標金額,原住民族委員會
原住民族委員會108年截至8月底公告金額以上採購案件一覽表,107953,原住民族委員會108年(截至8月底)公告金額以上採購案件一覽表,Seq;DateListed;招標單位;標案案號;標案名稱;決標方式;標的分類;招標方式;採購金額級距;限制性招標之依據法條;投標家數;得標廠商;決標日期;預算金額;底價金額;總決標金額,原住民族委員會
原住民族委員會107年度優先採購身心障礙福利機構團體庇護工場生產物品及服務明細及統計表,107954,原住民族委員會107年度優先採購身心障礙福利機構團體庇護工場生產物品及服務明細及統計表,Seq;DateListed;買執行之日期;類別;物品或服務名稱;得標之機構或團體或一般廠商名稱;一般廠商得標原因及佐證說明;採購金額_單位_元,原住民族委員會
原住民族委員會單位預算108年08月份會計月報,107955,原住民族委員會單位預算108年08月份會計月報,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
原住民族委員會108年截至8月底勞務採購案件一覽表,107956,原住民族委員會108年(截至8月底)勞務採購案件一覽表,Seq;DateListed;招標單位;標案案號;標案名稱;決標方式;標的分類;招標方式;採購金額級距;限制性招標之依據法條;投標家數;得標廠商;決標日期;預算金額;底價金額;總決標金額,原住民族委員會
原住民族委員會108年截至8月底採購案件一覽表,107957,原住民族委員會108年(截至8月底)採購案件一覽表,Seq;DateListed;招標單位;標案案號;標案名稱;決標方式;標的分類;招標方式;採購金額級距;限制性招標之依據法條;投標家數;得標廠商;決標日期;預算金額;底價金額;總決標金額,原住民族委員會
原住民族委員會108年截至8月底財物採購案件一覽表,107958,原住民族委員會108年(截至8月底)財物採購案件一覽表,Seq;DateListed;招標單位;標案案號;標案名稱;決標方式;標的分類;招標方式;採購金額級距;限制性招標之依據法條;投標家數;得標廠商;決標日期;預算金額;底價金額;總決標金額,原住民族委員會
原住民族委員會108年截至8月底非原住民族廠商得標採購案件一覽表,107959,原住民族委員會108年(截至8月底)非原住民廠商得標採購案件一覽表,Seq;DateListed;招標單位;標案案號;標案名稱;決標方式;標的分類;招標方式;採購金額級距;限制性招標之依據法條;投標家數;得標廠商;決標日期;預算金額;底價金額;總決標金額,原住民族委員會
原住民族委員會108年截至8月底原住民族廠商得標採購案件一覽表,107960,原住民族委員會108年(截至8月底)原住民族廠商得標採購案件一覽表,Seq;DateListed;招標單位;標案案號;標案名稱;決標方式;標的分類;招標方式;採購金額級距;限制性招標之依據法條;投標家數;得標廠商;決標日期;預算金額;底價金額;總決標金額,原住民族委員會
原住民族委員會單位預算108年09月份會計月報,111855,原住民族委員會單位預算108年09月份會計月報,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
原住民族委員會單位預算108年10月份會計月報,111856,原住民族委員會單位預算108年10月份會計月報,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
原住民保留地筆數及面積,112682,原住民族保留地筆數及面積,Seq;DateListed;統計日期;縣市名;地政事務所有註記保留地之土地筆數;地政事務所有註記保留地之土地總面積_公頃,原住民族委員會
原住民族委員會資料開放諮詢小組委員名單,112683,原住民族委員會資料開放諮詢小組委員名單,Seq;DateListed;年度;序號;姓名;單位;身分別,原住民族委員會
108年度原住民族家庭服務中心通訊錄,112684,108年度原住民族家庭服務中心通訊錄,Seq;DateListed;序號;縣市;原家中心;中心電話;中心地址;執行單位;更新日期,原住民族委員會
培育原住民族社會工作專業人才獎勵統計表,112685,98年至108年培育原住民族社會工作專業人才獎勵統計表,Seq;DateListed;年度;預算金額_單位元;補助個人金額_單位元;補助個人人數;補助學校金額_單位元;補助學校人數;申請單位,原住民族委員會
大專校院原住民學生獎助學金統計表,112696,大專校院原住民學生獎助學金統計表,Seq;DateListed;學年度;學期;學校名稱;獲獎名稱;姓名;獲獎金額,原住民族委員會
國民年金原住民族給付總發放人數發放金額及受益比統計表,112698,98至108年國民年金原住民族給付總發放人數、發放金額及受益比統計表,Seq;DateListed;年度;預算金額;核發總金額;12月核發人數;12月55至64歲老人總數;受益人數比例_百分比,原住民族委員會
新原住民族音樂專輯介紹,112699,原住民族音樂專輯介紹,Seq;DateListed;首本會補助年度;創作者;創作時間;曾獲獎項;相關影音記錄,原住民族委員會
108年度原住民族產業創新價值計畫－輔導精實創業第二階段簡報審查通過名單,112700,108年度原住民族產業創新價值計畫－輔導精實創業第二階段簡報審查通過名單,Seq;DateListed;序號;申請人;區域;計畫商品,原住民族委員會
原住民保留地違規利用處理計畫執行成果,112701,107年度原住民保留地違規利用處理計畫執行成果,Seq;DateListed;年度;縣_市;鄉_區;完成筆數;完成面積_公頃,原住民族委員會
原住民族土地或部落範圍土地調查及劃設計畫核定補助單位,112702,108年度原住民族土地或部落範圍土地調查及劃設計畫核定補助單位,Seq;DateListed;縣市;鄉區;工作目標部落;執行單位;備註,原住民族委員會
原住民族土地或部落範圍土地調查及劃設計畫,112703,107年度原住民族土地或部落範圍土地調查及劃設計畫,Seq;DateListed;年度;項目名稱;檔案下載PDF,原住民族委員會
原住民民族別認定辦法第9條第3項-新民族別之原屬民族別體系表,112705,原住民民族別認定辦法第9條第3項：新民族別之原屬民族別體系表,Seq;DateListed;文件日期;民族別;原屬民族別,原住民族委員會
行政院原住民族基本法推動會第10次委員會議紀錄,112706,行政院原住民族基本法推動會第10次委員會議紀錄,Seq;DateListed;會議日期;項目名稱;檔案下載PDF,原住民族委員會
原住民族委員會開放資料集,112708,原住民族委員會開放資料集,Seq;DateListed;文件日期;資料集名稱;下載次數;建立日期;修改日期,原住民族委員會
原住民族委員會單位預算補助地方政府明細表-決算,112709,原住民族委員會單位預算補助地方政府明細表(決算),Seq;DateListed;年度;項目;檔案pdf,原住民族委員會
原住民族委員會綜合發展基金貸款案件月報表,112710,原住民族委員會綜合發展基金貸款案件月報表,Seq;DateListed;年月;貸款類別;行庫別;借款類別;本月份貸放戶數;本月份貸放金額;本年度累計貸放戶數;本年度累計貸放金額;本月份收回戶數;本月份收回金額;累計貸放餘額戶數;累計貸放餘額金額;逾期戶數;逾期金額;逾放比率,原住民族委員會
107年大專校院原住民學生獎助學金結案報告,112711,107年大專校院原住民學生獎助學金結案報告,Seq;DateListed;年度;項目名稱;檔案,原住民族委員會
107年度原住民部落大學補助計畫,112712,107年度原住民部落大學補助計畫,Seq;DateListed;年度;項目名稱;檔案,原住民族委員會
原住民族委員會文化發展中心108年度會計月報及收支執行狀況月報表,112713,原住民族委員會文化發展中心108年度會計月報及收支執行狀況月報表,Seq;DateListed;年度月份;項目名稱;檔案,原住民族委員會
原住民族委員會文化發展中心107年度會計月報及收支執行狀況月報表,112714,原住民族委員會文化發展中心107年度會計月報及收支執行狀況月報表,Seq;DateListed;年度月份;項目名稱;檔案,原住民族委員會
107年度補助地方政府原住民文化館改善計畫之單位預算補助地方政府經費明細表,112715,107年度補助地方政府原住民文化館改善計畫之原住民族委員會原住民族文化發展中心單位預算補助地方政府經費明細表，每季資料。,Seq;DateListed;年度;項目名稱;檔案,原住民族委員會
原住民族委員會主管法規,112716,原住民族委員會主管法規,Seq;DateListed;序號;項目名稱;異動性質;公布日期;通報日期;檔案下載,原住民族委員會
108年度原住民族委員會前瞻基礎建設計畫第一期會計月報,112717,108年度原住民族委員會前瞻基礎建設計畫第一期會計月報,Seq;DateListed;年度月份;項目;檔案pdf,原住民族委員會
108年度原住民族委員會前瞻基礎建設計畫第二期會計月報,112718,108年度原住民族委員會前瞻基礎建設計畫第二期會計月報,Seq;DateListed;年度月份;項目;檔案pdf,原住民族委員會
原住民族委員會單位決算表,112719,原住民族委員會單位決算表,Seq;DateListed;年度;項目;檔案pdf,原住民族委員會
107年度前瞻基礎建設計畫第1期決算,112720,107年度前瞻基礎建設計畫第1期決算,Seq;DateListed;年度;項目名稱;檔案下載PDF,原住民族委員會
原住民族委員會單位預算表,112721,原住民族委員會單位預算,Seq;DateListed;年度;項目;檔案pdf,原住民族委員會
原住民族就業狀況調查報告,112722,原住民族就業狀況調查報告,Seq;DateListed;年度;季別;項目;檔案pdf,原住民族委員會
107年度原住民族就業狀況調查年度報告,112723,107年就業狀況調查年度報告,Seq;DateListed;年度;項目;檔案pdf,原住民族委員會
107年度原住民族委員會前瞻基礎建設計畫第一期會計月報,112724,107年度原住民族委員會前瞻基礎建設計畫第一期會計月報,Seq;DateListed;年度月份;項目;檔案pdf,原住民族委員會
106年度原住民族委員會前瞻基礎建設計畫第一期會計月報,112725,106年度原住民族委員會前瞻基礎建設計畫第一期會計月報,Seq;DateListed;年度月份;項目;檔案pdf,原住民族委員會
原住民族綜合發展基金附屬單位預算,112726,原住民族綜合發展基金附屬單位預算,Seq;DateListed;年度;項目;檔案pdf,原住民族委員會
原住民族綜合發展基金附屬單位決算,112727,原住民族綜合發展基金附屬單位決算,Seq;DateListed;年度;項目;檔案pdf,原住民族委員會
107年度平埔族聚落活力計畫成果,112765,107年度平埔族聚落活力計畫成果,Seq;DateListed;序號;項目名稱;報告日期;檔案下載,原住民族委員會
106年10月原住民族自治法草案研商會議簡報,112908,106年10月原住民族自治法草案研商會議簡報資料： 簡報一:自治架構與協商原則 簡報二:自治權限與自然資源管理利用 簡報三:自治財政,Seq;DateListed;資料年月;項目名稱;檔案下載PDF,原住民族委員會
107年度原住民族部落活力計畫成果,112909,107年度原住民族部落活力計畫成果,Seq;DateListed;序號;部落名稱;項目名稱;報告日期;檔案下載,原住民族委員會
原住民族老人及身心障礙機構式服務生活資材費用補助計畫執行情形統計表,112910,100年至108年原住民族老人及身心障礙機構式服務生活資材費用補助計畫執行情形統計表,Seq;DateListed;補助年度;單位數;預算金額;核定金額;受益人數;每年每人平均補助金額,原住民族委員會
原住民族委員會單位預算會計月報,119900,原住民族委員會單位預算會計月報，109年開始每月之會計月報。,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
中央政府嚴重特殊傳染性肺炎防治及紓困振興特別預算會計月報,122656,原住民族委員會因應中央政府嚴重特殊傳染性肺炎防治及紓困振興特別預算會計月報,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
原住民族委員會嚴重特殊傳染性肺炎防治及紓困振興特別預算收支執行狀況月報表,122871,原住民族委員會嚴重特殊傳染性肺炎防治及紓困振興特別預算收支執行狀況月報表,Seq;DateListed;年度及月分;項目名稱;檔案下載XML;檔案下載PDF,原住民族委員會
108年5月台閩縣市鄉鎮市區原住民族人口-按性別族別,126482,台閩縣市鄉鎮市區原住民族人口按性別族別之108年5月統計資料,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
108年6月台閩縣市鄉鎮市區原住民族人口-按性別族別,126486,108年6月台閩縣市鄉鎮市區原住民族人口-按性別族別,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
108年7月台閩縣市鄉鎮市區原住民族人口-按性別族別,126490,台閩縣市鄉鎮市區原住民族人口按性別族別之108年7月統計資料,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
108年8月台閩縣市鄉鎮市區原住民族人口-按性別族別,126492,台閩縣市鄉鎮市區原住民族人口按性別族別之108年8月統計資料,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
108年9月台閩縣市鄉鎮市區原住民族人口-按性別族別,126494,台閩縣市鄉鎮市區原住民族人口按性別族別之108年4月統計資料,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
108年10月台閩縣市鄉鎮市區原住民族人口-按性別族別,126495,台閩縣市鄉鎮市區原住民族人口按性別族別之108年10月統計資料,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
108年11月台閩縣市鄉鎮市區原住民族人口-按性別族別,126496,台閩縣市鄉鎮市區原住民族人口按性別族別之108年11月統計資料,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
108年12月台閩縣市鄉鎮市區原住民族人口-按性別族別,126497,台閩縣市鄉鎮市區原住民族人口按性別族別之108年12月統計資料,Seq;DateListed;身分;區域別;性別;總計;阿美族;泰雅族;排灣族;布農族;魯凱族;卑南族;鄒族;賽夏族;雅美族;邵族;噶瑪蘭族;太魯閣族;撒奇萊雅族;賽德克族族;拉阿魯哇族;卡那卡那富族;尚未申報,原住民族委員會
